window	context	chr	Average_Methylation	CI_low	CI_high	sex	Allele
27	CHG	X	0.0759183673469388	0.0712883379605358	0.0807510715819167	Male	X in male
28	CHG	X	0.0727984344422701	0.068351781663728	0.077440859965955	Male	X in male
29	CHG	X	0.0618746498038902	0.0577123252267778	0.0662424942107544	Male	X in male
30	CHG	X	0.0596186904203782	0.0555779012277356	0.0638611482867539	Male	X in male
31	CHG	X	0.0863861386138614	0.0814431519496162	0.0915287996255399	Male	X in male
33	CHG	X	0.0668829162805066	0.0626390048212297	0.0713227326250321	Male	X in male
34	CHG	X	0.0571180555555556	0.0529492314168395	0.0615124000159374	Male	X in male
35	CHG	X	0.0500499730914123	0.0463653173575681	0.053937561883362	Male	X in male
36	CHG	X	0.0608172867474079	0.056513129558761	0.065345837523681	Male	X in male
37	CHG	X	0.0759737137361757	0.0713840547586555	0.0807622973268371	Male	X in male
38	CHG	X	0.0461142322097378	0.0425475596641269	0.0498887939298647	Male	X in male
39	CHG	X	0.0787598544572468	0.0742186994677903	0.0834878415896534	Male	X in male
40	CHG	X	0.0432017373768712	0.039757039225836	0.0468544915722386	Male	X in male
41	CHG	X	0.1222	0.113244363658242	0.131599251016332	Male	X in male
42	CHG	X	0.183370603781256	0.172645265203405	0.19447306121551	Male	X in male
43	CHG	X	0.271561566836466	0.260039813788799	0.283317869355346	Male	X in male
44	CHG	X	0.257154971380115	0.244729605622305	0.269881605702586	Male	X in male
45	CHG	X	0.251424663779348	0.238641886078081	0.264539171709558	Male	X in male
46	CHG	X	0.275625415098517	0.262632553298492	0.288908950871889	Male	X in male
47	CHG	X	0.320499899213868	0.307521950322214	0.333689380031114	Male	X in male
48	CHG	X	0.303355442840421	0.290788147484822	0.316147013774389	Male	X in male
49	CHG	X	0.302374301675978	0.288661985854132	0.316355797667447	Male	X in male
51	CHG	X	0.339737306410508	0.326736831066923	0.35292140887067	Male	X in male
